LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-870,LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,CHAMBER,CHAMBER
20240530,040142,151.168,1,1,1,39.1007,-96.5632,16.1,96.9542,464.025,18.0383,6.26176,0.871516,1.11721,0.999145,0,0.0020312,0.000610704,1891.09,464.025,1.95755,2,140,0.378,19.5
20240530,043142,151.189,1,1,1,39.1007,-96.5632,16.05,96.965,473.532,18.1218,6.21433,0.86469,1.11863,0.999084,0,0.00207804,0.000666865,1770.18,473.532,4.63736,2,140,0.377199,19.4
20240530,050142,151.21,1,1,1,39.1007,-96.5632,15.83,96.9258,462.182,17.9566,6.15983,0.856679,1.11628,0.999187,0,0.00194416,0.000614687,1855.87,462.182,0.364924,2,140,0.377,19.2
20240530,053142,151.23,1,1,1,39.1007,-96.5632,15.72,96.927,469.256,17.8528,6.18286,0.859504,1.11672,0.999171,0,0.00196493,0.000663294,1765.07,469.256,4.04484,2,140,0.377,19.1
20240530,060142,151.251,1,1,1,39.1007,-96.5632,15.72,96.895,466.322,17.9386,6.31146,0.877736,1.11302,0.999284,0,0.00182676,0.000850018,1498.93,466.322,2.93073,2,140,0.377,19
20240530,063142,151.272,1,1,1,39.1007,-96.5632,16.02,96.9195,465.994,18.5544,6.1149,0.851622,1.11289,0.999299,0,0.00178153,0.00071216,1661.82,465.994,4.48817,2,140,0.377,18.9
20240530,070142,151.293,1,1,1,39.1007,-96.5632,17.11,96.951,455.206,19.6474,6.21012,0.86881,1.11337,0.999241,0,0.00187293,0.000798499,1543.26,455.206,3.81743,2,140,0.377,19.1
20240530,073142,151.314,1,1,1,39.1007,-96.5632,18.25,96.9477,443.954,19.9438,5.59342,0.785811,1.12494,0.998877,0,0.00212655,0.000500237,2014.83,443.954,3.88333,2,140,0.377,19.4
20240530,080142,151.335,1,1,1,39.1007,-96.5632,18.86,96.949,436.681,20.3577,5.62091,0.791713,1.11536,0.999193,0,0.00180995,0.000525847,1942.28,436.681,2.35046,2,140,0.377199,19.7138
20240530,083142,151.355,1,1,1,39.1007,-96.5632,19.1,96.9108,435.576,20.6358,5.66072,0.798495,1.12157,0.998942,0,0.00204362,0.000754632,1493.7,435.576,5.11107,2,140,0.378,20
20240530,090142,151.376,1,1,1,39.1007,-96.5632,19.72,96.9015,434.507,21.3384,5.49249,0.777014,1.11291,0.99928,0,0.00167538,0.000555439,1833.43,434.507,5.97973,2,140,0.378,20.2
20240530,093142,151.397,1,1,1,39.1007,-96.5632,21.23,96.8552,421.769,22.6529,5.58996,0.79636,1.11579,0.999167,0,0.00183334,0.000617358,1711.72,421.769,3.95536,2,140,0.378,20.7
20240530,100141,151.418,1,1,1,39.1006,-96.5632,21.91,96.811,421.39,23.4468,5.51797,0.788896,1.11283,0.999295,0,0.00169152,0.000514591,1954.44,421.39,7.3921,2,140,0.378,21.3
20240530,103141,151.439,1,1,1,39.1006,-96.5632,21.69,96.843,423.057,23.6611,5.76877,0.824013,1.11306,0.999243,0,0.00178806,0.000757141,1511.38,423.057,8.78439,2,140,0.378,21.7
20240530,110141,151.46,1,1,1,39.1006,-96.5632,21.91,96.8712,423.895,24.2404,5.72605,0.818817,1.11128,0.999315,0,0.0017152,0.000610306,1765.55,423.895,8.91733,2,140,0.379,21.9
20240530,113141,151.48,1,1,1,39.1006,-96.5632,21.89,96.877,423.667,23.7823,5.74429,0.820894,1.11482,0.999207,0,0.00186922,0.000488753,2103.24,423.667,3.80275,2,140,0.379,21.9956
20240530,120141,151.501,1,1,1,39.1006,-96.5632,22.16,96.8385,418.976,24.9646,6.07378,0.870227,1.10817,0.999415,0,0.00166017,0.00073174,1608.23,418.976,4.79593,2,140,0.379,22.1
20240530,123141,151.522,1,1,1,39.1006,-96.5632,22.58,96.839,417.787,24.9237,5.95304,0.854122,1.11455,0.999192,0,0.00192658,0.000676271,1680.78,417.787,5.90432,2,140,0.379,22.5
20240530,130141,151.543,1,1,1,39.1006,-96.5632,22.15,96.8215,418.036,24.4131,6.0807,0.870818,1.11164,0.999291,0,0.00182139,0.000767941,1552,418.036,4.66295,2,140,0.379,22.5
20240530,133141,151.564,1,1,1,39.1006,-96.5632,22.11,96.8248,417.678,25.1187,6.15077,0.881383,1.10988,0.999346,0,0.00175662,0.000847553,1457.59,417.678,5.63938,2,140,0.379,22.4293
20240530,140141,151.585,1,1,1,39.1006,-96.5632,22.79,96.7848,406.934,25.0725,5.7322,0.823573,1.12131,0.999028,0,0.00209842,0.000386356,2538.57,406.934,3.27308,2,140,0.379,22.6293
20240530,143141,151.605,1,1,1,39.1006,-96.5632,22.43,96.7845,416.418,25.1813,5.89505,0.846046,1.1154,0.9992,0,0.0019184,0.000569266,1902.62,416.418,3.73416,2,140,0.379,23
