LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-870,LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,CHAMBER,CHAMBER
20240524,040042,145.167,1,1,1,46.2326,-89.5378,8.64,95.1488,469.773,11.3435,2.25588,0.318323,1.29782,0.992753,0,0.00211988,0.000750257,894.058,469.773,-7.55048,2,140,0.309,11.7
20240524,043042,145.188,1,1,1,46.2326,-89.5378,8.75,95.1265,457.248,10.2108,2.29837,0.324184,1.27143,0.99373,0,0.0019855,0.00088247,824.608,457.248,-2.4222,2,140,0.309,11.6
20240524,050042,145.209,1,1,1,46.2326,-89.5378,8.81,95.1335,466.858,10.3638,2.22255,0.313557,1.23699,0.995242,0,0.00168584,0.000822339,848.157,466.858,-0.259713,2,140,0.309,11.5
20240524,053042,145.23,1,1,1,46.2326,-89.5378,8.56,95.1208,460.911,10.2082,2.12388,0.299362,1.24772,0.995288,0,0.00168094,0.000370541,1268.82,460.911,-3.81063,2,140,0.309,11.4
20240524,060042,145.25,1,1,1,46.2326,-89.5378,8.41,95.0918,460.95,10.1865,2.14663,0.302498,1.27242,0.9941,0,0.00185651,0.000582358,980.386,460.95,-3.88292,2,140,0.309,11.3149
20240524,063042,145.271,1,1,1,46.2326,-89.5378,8.57,95.0625,455.92,10.1535,2.19447,0.309507,1.25051,0.994642,0,0.00175294,0.000889556,803.854,455.92,-0.726698,2,140,0.308812,11.3
20240524,070042,145.292,1,1,1,46.2326,-89.5378,8.8,95.131,448.505,10.0002,2.10151,0.296398,1.32159,0.992405,0,0.00210702,0.0003989,1191.54,448.505,-6.16249,2,140,0.308,11.2
20240524,073042,145.313,1,1,1,46.2326,-89.5378,9.43,95.123,441.729,10.0008,2.0499,0.289767,1.26503,0.994899,0,0.00173758,0.000143567,2460.07,441.729,-3.76774,2,140,0.308,11.2
20240524,080042,145.334,1,1,1,46.2326,-89.5378,10.2,95.0928,441.75,10.2845,2.15438,0.305555,1.22921,0.995741,0,0.00158811,0.000591987,957.902,441.75,-6.03999,2,140,0.308,11.2
20240524,083042,145.355,1,1,1,46.2326,-89.5378,10.93,95.112,438.796,10.4898,2.1712,0.308733,1.27247,0.993943,0,0.00190175,0.000668772,900.437,438.796,-3.52098,2,140,0.308,11.3
20240524,090042,145.375,1,1,1,46.2326,-89.5378,11.39,95.126,436.903,10.8614,2.23687,0.31866,1.24628,0.994802,0,0.00178622,0.000836348,817.917,436.903,-1.61181,2,140,0.307,11.4
20240524,093042,145.396,1,1,1,46.2326,-89.5378,12.07,95.0293,436.472,11.2744,2.21383,0.316599,1.27813,0.993474,0,0.00198457,0.000834006,816.084,436.472,-5.16661,2,140,0.307,11.5
20240524,100042,145.417,1,1,1,46.2326,-89.5378,13.68,94.9023,435.394,12.1859,2.16248,0.311695,1.28098,0.994054,0,0.00196816,0.000352468,1319.72,435.394,-8.10977,2,140,0.305,11.6519
20240524,103041,145.438,1,1,1,46.2326,-89.5377,14.1,94.8307,428.876,12.0787,2.24069,0.32363,1.25771,0.994645,0,0.00188226,0.000637374,936.632,428.876,-1.6869,2,140,0.305,11.8
20240524,110042,145.459,1,1,1,46.2325,-89.5378,15.51,94.7795,425.576,12.7521,2.30059,0.334324,1.20527,0.996663,0,0.0015291,0.000664815,928.458,425.576,-1.67909,2,140,0.304,12.0431
20240524,113042,145.48,1,1,1,46.2325,-89.5378,16.07,94.7197,427.058,13.0842,2.36109,0.344132,1.26022,0.994275,0,0.00201702,0.000867569,823.72,427.058,-2.4345,2,140,0.304,12.3
20240524,120042,145.5,1,1,1,46.2325,-89.5379,16.25,94.6413,424.071,12.9488,2.35449,0.343617,1.22776,0.995879,0,0.00175617,0.000622147,976.379,424.071,-0.993884,2,140,0.303,12.4
20240524,123042,145.521,1,1,1,46.2325,-89.5379,15.95,94.4962,424.488,12.9503,2.29645,0.335296,1.21847,0.996497,0,0.00162475,0.000359633,1356.82,424.488,-2.81414,2,140,0.303,12.5
20240524,130042,145.542,1,1,1,46.2325,-89.5379,17.34,94.5042,426.509,13.4171,2.30804,0.338762,1.23077,0.995904,0,0.00174788,0.000527551,1068.65,426.509,3.1491,2,140,0.302238,12.5
20240524,133042,145.563,1,1,1,46.2325,-89.5379,18.18,94.503,428.897,14.0281,2.32729,0.34278,1.22454,0.996298,0,0.00171926,0.0002961,1586.55,428.897,-3.99656,2,140,0.302,12.9
20240524,140042,145.584,1,1,1,46.2326,-89.5379,18.11,94.5235,429.662,14.8223,2.39337,0.35267,1.24079,0.995506,0,0.0019055,0.000517776,1110.79,429.662,0.31636,2,140,0.302,12.9099
20240524,143042,145.605,1,1,1,46.2326,-89.5379,18.28,94.5133,427.374,14.9462,2.52902,0.372924,1.20156,0.996806,0,0.00165141,0.000758859,918.801,427.374,-1.53271,2,140,0.301,13.1
20240524,150042,145.625,1,1,1,46.2326,-89.5378,19.22,94.4965,427.973,15.3948,2.44132,0.361395,1.18709,0.997585,0,0.00145427,0.000364012,1420.78,427.973,0.554498,2,140,0.301,13.3
20240524,153042,145.646,1,1,1,46.2326,-89.5378,18.12,94.4925,429.344,15.2605,2.53238,0.373416,1.2175,0.996372,0,0.00180669,0.000546238,1112.96,429.344,0.750687,2,140,0.3,13.4
20240524,160042,145.667,1,1,1,46.2326,-89.5378,17.04,94.4553,433.731,15.1511,2.44221,0.358884,1.22851,0.996252,0,0.0018274,0.00021675,2089.48,433.731,-5.64842,2,140,0.3,13.4
20240524,163042,145.688,1,1,1,46.2326,-89.5378,17.1,94.428,441.336,15.5158,2.36673,0.348098,1.25095,0.995682,0,0.00195146,3.48252e-07,1e+06,441.336,-3.59482,10,140,0.3,13.4
20240524,170042,145.709,1,1,1,46.2326,-89.5378,17.25,94.3597,446.087,15.7258,2.57862,0.379822,1.19885,0.997083,0,0.00163391,0.000638364,1041.08,446.087,3.52216,2,140,0.299,13.4
20240524,173042,145.73,1,1,1,46.2326,-89.5378,17.27,94.3355,439.844,15.6573,2.56584,0.378045,1.20932,0.996575,0,0.00173112,0.000787953,919.625,439.844,0.905708,2,140,0.299,13.5
20240524,180042,145.75,1,1,1,46.2326,-89.5378,16.85,94.3313,441.558,15.5529,2.50355,0.368288,1.2167,0.996511,0,0.00175562,0.000480161,1208.57,441.558,-4.35556,2,140,0.299,13.5
20240524,183042,145.771,1,1,1,46.2326,-89.5378,16.18,94.3258,448.156,15.3717,2.48721,0.36501,1.21532,0.996581,0,0.00172413,0.000479588,1209.25,448.156,-2.66682,2,140,0.298,13.4901
20240524,190042,145.792,1,1,1,46.2326,-89.5378,15.5,94.323,447.46,15.0854,2.52702,0.369864,1.23285,0.995828,0,0.00190603,0.000607934,1055.85,447.46,0.232508,2,140,0.298,13.4
20240524,193042,145.813,1,1,1,46.2325,-89.5378,15.06,94.355,458.123,15.0728,2.48327,0.362806,1.23607,0.995661,0,0.00189819,0.000632319,1031.89,458.123,-3.02772,2,140,0.298,13.3
20240524,200042,145.834,1,1,1,46.2325,-89.5378,14.58,94.3577,455.312,14.6635,2.5516,0.371981,1.23062,0.995606,0,0.00189697,0.000874989,880.438,455.312,-8.38923,2,140,0.298,13.2238
20240524,203042,145.855,1,1,1,46.2326,-89.5379,14.12,94.3367,445.824,14.3507,2.43701,0.354684,1.24976,0.995278,0,0.00196393,0.000502395,1151.81,445.824,-3.76143,2,140,0.297,13.2
20240524,210042,145.875,1,1,1,46.2326,-89.5378,13.71,94.3428,477.315,14.3236,2.27771,0.331012,1.28306,0.994311,0,0.00206901,0.000257286,1763.86,477.315,-5.18565,2,140,0.297,13.1
20240524,213042,145.896,1,1,1,46.2326,-89.5379,13.39,94.3225,459.355,14.1817,2.43309,0.353219,1.24077,0.995486,0,0.00187972,0.000656597,997.308,459.355,-3.21444,2,140,0.297,13
20240524,220042,145.917,1,1,1,46.2325,-89.5379,13.4,94.315,459.985,14.3665,2.37413,0.344767,1.22605,0.996081,0,0.00171241,0.000588249,1046.08,459.985,-13.0054,2,140,0.297,12.9
20240524,223042,145.938,1,1,1,46.2325,-89.5379,13.52,94.302,466.165,14.7179,2.39268,0.347759,1.2376,0.995675,0,0.00182368,0.000628796,1019.22,466.165,2.93675,2,140,0.297,12.9
20240524,230042,145.959,1,1,1,46.2326,-89.5378,13.51,94.2592,463.541,14.8868,2.55143,0.371051,1.2192,0.995996,0,0.00177514,0.00104906,817.239,463.541,-5.47087,2,140,0.297,12.9
20240524,233042,145.98,1,1,1,46.2326,-89.5379,13.63,94.269,474.536,15.1228,2.42519,0.352871,1.23673,0.995557,0,0.00184119,0.00071746,966.37,474.536,-9.7405,2,140,0.297,12.8
