LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-870,LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,CHAMBER,CHAMBER
20240522,040041,143.167,1,1,1,46.2328,-89.5381,13.61,93.3402,462.176,16.0141,2.72443,0.379215,1.22914,0.996275,0,0.00182256,0.000706622,998.836,462.176,-3.00996,2,140,0.366,13.7
20240522,043041,143.188,1,1,1,46.2328,-89.5381,13.63,93.3737,464.764,16.0713,2.77824,0.386636,1.24526,0.995573,0,0.00201503,0.000781065,959.776,464.764,0.459388,2,140,0.364,13.6348
20240522,050041,143.209,1,1,1,46.2328,-89.5381,13.67,93.367,466.414,16.1137,2.80816,0.390888,1.20571,0.997163,0,0.0016333,0.000761796,979.528,466.414,0.802538,2,140,0.363,13.6
20240522,053041,143.23,1,1,1,46.2328,-89.5381,13.69,93.3802,461.317,16.1368,2.90757,0.404686,1.21641,0.996727,0,0.00181407,0.000703865,1036.27,461.317,-10.0111,2,140,0.361,13.6
20240522,060041,143.25,1,1,1,46.2328,-89.5381,12.74,93.4737,456.784,15.4318,2.51857,0.348804,1.26337,0.995478,0,0.00196939,0.000147187,2826.58,456.784,1.97661,2,140,0.36,13.6
20240522,063041,143.271,1,1,1,46.2328,-89.5381,12.3,93.5178,461.95,14.9615,2.66782,0.368547,1.23212,0.996237,0,0.00181131,0.000569678,1108.89,461.95,0.234471,2,140,0.358,13.5
20240522,070041,143.292,1,1,1,46.2328,-89.5381,12.28,93.5338,456.804,14.9333,2.65227,0.366288,1.22314,0.996458,0,0.00171775,0.000738483,952.805,456.804,2.81511,2,140,0.357,13.4
20240522,073041,143.313,1,1,1,46.2328,-89.5381,12.34,93.5738,467.549,14.9356,2.55058,0.35219,1.26823,0.994925,0,0.00203298,0.000473247,1211.75,467.549,0.850669,2,140,0.356,13.4
20240522,080042,143.334,1,1,1,46.2326,-89.5379,12.32,93.5945,454.688,14.9134,2.47234,0.36061,1.25972,0.994871,0,0.00201508,0.000786905,912.952,454.688,-4.09959,2,140,0.355,13.3
20240522,083042,143.355,1,1,1,46.2326,-89.5378,12.11,93.652,439.062,14.7754,2.43098,0.354045,1.27497,0.994532,0,0.00210071,0.000542839,1091.27,439.062,-4.0882,2,140,0.354,13.3
20240522,090042,143.375,1,1,1,46.2326,-89.5379,11.88,93.7015,440.784,14.53,2.32794,0.338509,1.23702,0.996169,0,0.00171872,0.000341882,1430.92,440.784,-3.44857,2,140,0.353,13.3
20240522,093042,143.396,1,1,1,46.2326,-89.5378,11.85,93.7465,440.46,14.4664,2.32407,0.33773,1.2388,0.996151,0,0.00173256,0.000292904,1593.5,440.46,4.22477,2,140,0.352,13.2
20240522,100043,143.417,1,1,1,46.2326,-89.5378,11.86,93.7425,440.162,14.4451,2.4415,0.354793,1.23263,0.996061,0,0.00176666,0.00065202,984.306,440.162,-0.973764,2,140,0.351,13.2
20240522,103043,143.438,1,1,1,46.2326,-89.5377,12.2,93.7742,445.47,14.7342,2.3646,0.344024,1.24329,0.99591,0,0.00180511,0.000365333,1387.14,445.47,3.74408,2,140,0.35,13.2
20240522,110043,143.459,1,1,1,46.2326,-89.5377,12.14,93.801,434.361,14.6609,2.43285,0.353749,1.22765,0.996334,0,0.00172319,0.000521243,1113.03,434.361,-1.54492,2,140,0.349,13.2
20240522,113042,143.48,1,1,1,46.2325,-89.5378,12.7,93.8363,438.242,15.0015,2.43561,0.354834,1.23817,0.995869,0,0.00182503,0.000565276,1065.96,438.242,-3.00609,2,140,0.348,13.2
20240522,120042,143.5,1,1,1,46.2325,-89.5378,12.53,93.8648,434.673,14.8032,2.50118,0.36398,1.2339,0.995789,0,0.00183667,0.000860884,857.471,434.673,2.23547,2,140,0.347,13.3
20240522,123043,143.521,1,1,1,46.2325,-89.5379,12.52,93.8897,437.693,14.8971,2.35261,0.342296,1.23565,0.9962,0,0.00174368,0.000278221,1667.99,437.693,-2.94923,2,140,0.346,13.3
20240522,130042,143.542,1,1,1,46.2325,-89.5378,12.79,93.9368,434.327,15.1023,2.43649,0.354732,1.22511,0.996517,0,0.00171936,0.00033096,1506.15,434.327,-3.06794,2,140,0.345575,13.3
20240522,133042,143.563,1,1,1,46.2325,-89.5378,12.39,93.9665,435.45,14.6533,2.40382,0.349231,1.24882,0.995557,0,0.00189319,0.000436396,1235.71,435.45,0.383105,2,140,0.345,13.3
20240522,140043,143.584,1,1,1,46.2326,-89.5378,12.77,93.9932,434.362,14.6884,2.45682,0.357305,1.21744,0.996581,0,0.00166665,0.000605473,1024.49,434.362,0.0640542,2,140,0.344,13.3
20240522,143042,143.605,1,1,1,46.2326,-89.5379,12.17,94.0433,450.359,14.6192,2.45371,0.355881,1.24026,0.995698,0,0.00186404,0.000620286,1024.1,450.359,3.76984,2,140,0.343,13.2906
20240522,150043,143.626,1,1,1,46.2325,-89.5378,12.21,94.0905,437.979,14.1826,2.33289,0.338116,1.24565,0.995856,0,0.00181705,0.000190423,2213.59,437.979,-2.56831,2,140,0.342,13.2
20240522,153042,143.646,1,1,1,46.2326,-89.5377,13.21,94.1318,432.933,14.0797,2.3734,0.345018,1.2517,0.995453,0,0.00190768,0.000355691,1402.93,432.933,-1.77879,2,140,0.341,13.2
20240522,160043,143.667,1,1,1,46.2326,-89.5378,13.79,94.164,428.609,13.4512,2.35304,0.342393,1.25949,0.995193,0,0.00195671,0.000319074,1501.69,428.609,2.35332,2,140,0.34,13.3
20240522,163042,143.688,1,1,1,46.2325,-89.5378,12.84,94.226,432.955,13.6624,2.4732,0.358525,1.23668,0.995633,0,0.00186421,0.000725518,927.12,432.955,-1.71753,2,140,0.339,13.3
20240522,170042,143.709,1,1,1,46.2326,-89.5379,11.96,94.2807,432.768,13.4107,2.38479,0.344317,1.24574,0.995597,0,0.00186564,0.000419881,1252.8,432.768,5.3201,2,140,0.339,13.2
20240522,173043,143.73,1,1,1,46.2326,-89.5378,12.73,94.3173,432.92,13.5076,2.36523,0.342353,1.23798,0.995747,0,0.00179753,0.000510673,1103.31,432.92,-2.82596,2,140,0.338,13.1
20240522,180043,143.751,1,1,1,46.2326,-89.5378,12.05,94.3682,433.749,12.4857,2.34921,0.33868,1.22704,0.996193,0,0.00169117,0.000468789,1156.21,433.749,-1.75615,2,140,0.337,13
20240522,183043,143.771,1,1,1,46.2326,-89.5379,11.67,94.4202,441.778,12.9583,2.29796,0.330829,1.23882,0.996011,0,0.00174862,0.000167991,2411.1,441.778,-2.30103,2,140,0.337,12.9
20240522,190042,143.792,1,1,1,46.2326,-89.5378,11.2,94.4545,441.08,12.2514,2.36962,0.340217,1.24371,0.995348,0,0.00183803,0.000609026,999.704,441.08,-12.0769,2,140,0.336,12.8
20240522,193043,143.813,1,1,1,46.2326,-89.5378,10.93,94.5033,462.292,12.5232,2.28158,0.327193,1.23498,0.995857,0,0.00170343,0.000445454,1196.81,462.292,-9.18087,2,140,0.336,12.7
20240522,200043,143.834,1,1,1,46.2325,-89.5378,10.66,94.5143,455.797,12.2755,2.35073,0.336671,1.24346,0.995297,0,0.00181959,0.000684731,947.482,455.797,-5.80646,2,140,0.335,12.6
20240522,203043,143.855,1,1,1,46.2325,-89.5378,10.48,94.5277,464.67,12.427,2.32834,0.33324,1.25309,0.99515,0,0.00187461,0.000460317,1188.61,464.67,-9.20521,2,140,0.335,12.5
20240522,210043,143.876,1,1,1,46.2326,-89.5378,10.42,94.5778,446.487,11.8951,2.41062,0.344572,1.22583,0.995631,0,0.00172285,0.00109226,761.955,446.487,-0.410084,2,140,0.334,12.4
20240522,213043,143.896,1,1,1,46.2325,-89.5379,10.28,94.6335,452.996,11.8322,2.18964,0.312633,1.25661,0.995298,0,0.00178922,0.000181577,2174.76,452.996,-11.0111,2,140,0.334,12.3
20240522,220043,143.917,1,1,1,46.2325,-89.5379,10.22,94.6722,451.64,11.8873,2.2401,0.319662,1.27371,0.994306,0,0.00194879,0.000497214,1094.55,451.64,-0.607419,2,140,0.333,12.2
20240522,223043,143.938,1,1,1,46.2325,-89.5379,9.98,94.6947,455.316,11.7906,2.39789,0.341765,1.24842,0.99464,0,0.00189774,0.00102111,790.015,455.316,-6.1887,2,140,0.333,12.1
20240522,230042,143.959,1,1,1,46.2325,-89.5379,9.68,94.7,467.437,11.7853,2.1091,0.300276,1.25359,0.99559,0,0.00170129,3.00417e-07,1e+06,467.437,-16.4341,10,140,0.332,12
20240522,233042,143.98,1,1,1,46.2325,-89.5379,9.33,94.6988,477.41,11.908,2.28724,0.325265,1.25249,0.994789,0,0.0018341,0.000714094,932.904,477.41,-14.2199,2,140,0.332,11.9
